date_iso,date_human,title,company,location,apply,source,department
2025-08-13,"Aug 13, 2025","Principal Engineer, User Safety",roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/6774553?gh_jid=6774553,greenhouse,
2025-08-13,"Aug 13, 2025",Principal Data Scientist - Discovery Experiences,roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/7088326?gh_jid=7088326,greenhouse,
2025-08-13,"Aug 13, 2025","Principal Backend Software Engineer, Recommendations - Economy ML ",roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/7028304?gh_jid=7028304,greenhouse,
2025-08-13,"Aug 13, 2025","Partner Manager, Entertainment ",roblox,"Remote; San Mateo, CA, United States",https://careers.roblox.com/jobs/6983732?gh_jid=6983732,greenhouse,
2025-08-13,"Aug 13, 2025",Moderation Escalation Specialist,roblox,"Gurugram, Haryana, India",https://careers.roblox.com/jobs/6973013?gh_jid=6973013,greenhouse,
2025-08-13,"Aug 13, 2025","Marketing Manager, Japan",roblox,Japan,https://careers.roblox.com/jobs/6927579?gh_jid=6927579,greenhouse,
2025-08-13,"Aug 13, 2025","Manager, Corporate Engineering",roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/7076583?gh_jid=7076583,greenhouse,
2025-08-13,"Aug 13, 2025","Lead Counsel, Korea",roblox,South Korea,https://careers.roblox.com/jobs/7057797?gh_jid=7057797,greenhouse,
2025-08-13,"Aug 13, 2025",Head of Trust and Safety Product Marketing,roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/7114771?gh_jid=7114771,greenhouse,
2025-08-13,"Aug 13, 2025",Global Mobility Specialist,roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/7059922?gh_jid=7059922,greenhouse,
2025-08-13,"Aug 13, 2025","Engineering Manager, Machine Learning  – Economy ML",roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/6895535?gh_jid=6895535,greenhouse,
2025-08-13,"Aug 13, 2025","Engineering Manager, Consumer Platforms ",roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/6950787?gh_jid=6950787,greenhouse,
2025-08-13,"Aug 13, 2025",Director of Product (Communication),roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/7059593?gh_jid=7059593,greenhouse,
2025-08-13,"Aug 13, 2025",Director of Prepaid Global Operations,roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/6993442?gh_jid=6993442,greenhouse,
2025-08-13,"Aug 13, 2025",Data Scientist,roblox,India,https://careers.roblox.com/jobs/6100066?gh_jid=6100066,greenhouse,
2025-08-13,"Aug 13, 2025","Associate Producer, LiveOps (Contract)",roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/7134789?gh_jid=7134789,greenhouse,
2025-08-13,"Aug 13, 2025",Account Executive - Mobile Gaming,discord,San Francisco Bay Area,https://job-boards.greenhouse.io/discord/jobs/8083167002,greenhouse,
2025-08-13,"Aug 13, 2025",Account Executive - Mobile Gaming,discord,Los Angeles,https://job-boards.greenhouse.io/discord/jobs/8093063002,greenhouse,
2025-08-13,"Aug 13, 2025",[2025] Senior Machine Learning Engineer - PhD Early Career,roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/6595289?gh_jid=6595289,greenhouse,
2025-08-12,"Aug 12, 2025",Technical Account Manager,asana,Tokyo,https://www.asana.com/jobs/apply/6872362?gh_jid=6872362,greenhouse,
2025-08-12,"Aug 12, 2025",Technical Account Manager,figma,"San Francisco, CA • New York, NY • United States",https://boards.greenhouse.io/figma/jobs/5613918004?gh_jid=5613918004,greenhouse,
2025-08-12,"Aug 12, 2025","Tech Lead, API",asana,San Francisco,https://www.asana.com/jobs/apply/7066259?gh_jid=7066259,greenhouse,
2025-08-12,"Aug 12, 2025","Staff Software Engineer, LunaServer",asana,San Francisco,https://www.asana.com/jobs/apply/7066858?gh_jid=7066858,greenhouse,
2025-08-12,"Aug 12, 2025","Software Engineer, Product Engineering ",figma,"San Francisco, CA • New York, NY • United States",https://boards.greenhouse.io/figma/jobs/5552540004?gh_jid=5552540004,greenhouse,
2025-08-12,"Aug 12, 2025","Software Engineer, Product",asana,San Francisco,https://www.asana.com/jobs/apply/7106554?gh_jid=7106554,greenhouse,
2025-08-12,"Aug 12, 2025","Software Engineer, Desktop",figma,"San Francisco, CA • New York, NY • United States",https://boards.greenhouse.io/figma/jobs/5536280004?gh_jid=5536280004,greenhouse,
2025-08-12,"Aug 12, 2025","Senior Software Engineer, Product",asana,San Francisco,https://www.asana.com/jobs/apply/6791159?gh_jid=6791159,greenhouse,
