date_iso,date_human,title,company,location,apply,source,department
2025-09-25,"Sep 25, 2025","Program Delivery Manager, Releases GTM",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4807847008?gh_jid=4807847008,greenhouse,
2025-09-25,"Sep 25, 2025","Product Marketing Manager, Food & Beverage Vertical",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4897010008?gh_jid=4897010008,greenhouse,
2025-09-25,"Sep 25, 2025","Product Manager, Supply Chain",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4811583008?gh_jid=4811583008,greenhouse,
2025-09-25,"Sep 25, 2025","Product Manager, Record to Report",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4808570008?gh_jid=4808570008,greenhouse,
2025-09-25,"Sep 25, 2025","Product Manager, Order to Cash",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4808564008?gh_jid=4808564008,greenhouse,
2025-09-25,"Sep 25, 2025","Product Lead, Retention",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4644995008?gh_jid=4644995008,greenhouse,
2025-09-25,"Sep 25, 2025","Product Lead, Identity",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4893816008?gh_jid=4893816008,greenhouse,
2025-09-25,"Sep 25, 2025","Product Lead, Engagement",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4645001008?gh_jid=4645001008,greenhouse,
2025-09-25,"Sep 25, 2025","Product Lead, Disputes & Scams",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4863338008?gh_jid=4863338008,greenhouse,
2025-09-25,"Sep 25, 2025","Product Lead, Controls",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4871499008?gh_jid=4871499008,greenhouse,
2025-09-25,"Sep 25, 2025","Product Lead, Buy Now Pay Later",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4914189008?gh_jid=4914189008,greenhouse,
2025-09-25,"Sep 25, 2025","Product Lead, Access and Security",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4804612008?gh_jid=4804612008,greenhouse,
2025-09-25,"Sep 25, 2025","Product Designer, Reporting Connections",asana,Warsaw,https://www.asana.com/jobs/apply/6806016?gh_jid=6806016,greenhouse,
2025-09-25,"Sep 25, 2025",Product Design Engineer,block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4128046008?gh_jid=4128046008,greenhouse,
2025-09-25,"Sep 25, 2025","Product Design Director, Identity",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4905072008?gh_jid=4905072008,greenhouse,
2025-09-25,"Sep 25, 2025",Product Counsel (AI Platform),roblox,"San Mateo, CA, United States",https://careers.roblox.com/jobs/7275384?gh_jid=7275384,greenhouse,
2025-09-25,"Sep 25, 2025","Principal Product Designer, Retail, Catalog & Inventory",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4891642008?gh_jid=4891642008,greenhouse,
2025-09-25,"Sep 25, 2025","Principal Product Designer, Local Services",block,"Bay Area, CA, United States of America",http://block.xyz/careers/jobs/4796725008?gh_jid=4796725008,greenhouse,
